target_id,timestamp,message_seq,track_sequence_no,lat,lon,altitude,speed,heading
4b5c1b,1786673154,36,2,47.45680748386562,8.562771931355456,,0.1,208.12
4b5c1b,1786673172,60,3,47.45680748386562,8.562771931355456,,0.0,118.12
4b5c39,1786673149,12,1,47.45800911379078,8.550583970685949,,4.6000000000000005,278.44
4b5c39,1786673156,35,2,47.45800911379078,8.550240647850188,,4.4,275.62
4b5c39,1786673173,59,3,47.45788036772737,8.549039017925026,,4.9,247.5
4b5d54,1786673154,10,1,47.45809494449972,8.550240647850188,,3.6,275.62
4b5d54,1786673159,33,2,47.45809494449972,8.549897325014427,,4.1000000000000005,275.62
4b5d54,1786673173,57,3,47.45818077520866,8.549124848633966,,4.4,278.44
4b5d62,1786673153,9,1,47.45770870630949,8.562600269937576,,2.8000000000000003,272.81
4b5d62,1786673156,32,2,47.45770870630949,8.562514439228636,,2.8000000000000003,272.81
4b5d62,1786673173,56,3,47.45779453701843,8.561913624266055,,2.6,275.62
4b5d6e,1786673139,11,1,47.44088588735721,8.561913624266055,,2.8000000000000003,22.5
4b5d6e,1786673158,34,2,47.44101463342062,8.562428608519696,,2.8000000000000003,154.69
4b5d6e,1786673163,58,3,47.44088588735721,8.562428608519696,,2.6,219.38
4d240c,1786673153,20,1,49.24401742077288,10.634725245171836,5189.0,186.5,248.81
4d240c,1786673159,44,2,49.24071293847868,10.621764808121867,5243.0,192.0,248.8
4d240c,1786673173,68,3,49.23191529081231,10.58751835525473,5372.0,193.8,248.68
4d253b,1786673154,18,1,46.552709711244034,5.793186615273129,11278.0,224.70000000000002,200.51
4d253b,1786673159,42,2,46.54309667184273,5.788465926281418,11278.0,225.3,198.23000000000002
4d253b,1786673174,66,3,46.51541626820952,5.776707119156612,11278.0,225.60000000000002,195.75
7c8066,1786673154,6,1,49.38851341927369,11.63293639014637,12192.0,244.20000000000002,293.59000000000003
7c8066,1786673159,29,2,49.39289078542964,11.617229370410314,12184.0,244.20000000000002,293.59000000000003
7c8066,1786673173,53,3,49.40499291539024,11.574657338775921,12184.0,244.0,293.48
896175,1786673154,2,1,45.543512235525185,5.046287786075538,10973.0,256.1,109.96000000000001
896175,1786673159,25,2,45.539606938268406,5.061565652266893,10973.0,255.70000000000002,110.0
896175,1786673173,49,3,45.528706438233,5.103966022483348,10973.0,255.70000000000002,110.0
8966d5,1786673154,17,1,47.892183754964776,7.5862759557428205,11278.0,259.3,104.01
8966d5,1786673159,41,2,47.88917968015187,7.604386235329201,11278.0,259.8,103.98
8966d5,1786673173,65,3,47.88128325492937,7.651335633119487,11278.0,258.3,104.06
a48850,1786673155,1,1,48.390216443590276,9.474723213845039,11887.0,241.8,152.78
a48850,1786673159,24,2,48.381118388442616,9.481761331978134,11887.0,241.8,152.78
a48850,1786673173,48,3,48.353695476936224,9.502875686377479,11895.0,241.8,152.78
a61c53,1786673154,16,1,49.38168987791295,10.834367474166726,10363.0,243.20000000000002,288.63
a61c53,1786673158,40,2,49.384994360207145,10.819604592229012,10363.0,243.10000000000002,288.51
a61c53,1786673173,64,3,49.394907807089766,10.77428597790859,10363.0,243.10000000000002,288.51
ad35c8,1786673154,21,1,45.95060728802855,11.278112239387553,13716.0,255.5,118.11
ad35c8,1786673159,45,2,45.94481371517509,11.293733428414669,13716.0,255.70000000000002,118.21000000000001
ad35c8,1786673174,69,3,45.92949293362926,11.33450301516126,13716.0,255.70000000000002,118.21000000000001
